company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Industrial Bank of Korea,KR,Financial Services,Financials,Credit/Ops,Explainable AI (XAI) for financial services (Korea-first claim); AI-based digital banking rebuild; AI ACT SME consulting; AX loan program | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=기업은행+IBK+AI+도입,missing
Korea Gas,KR,Retail & E-commerce,Consumer Staples,Operations,"Hybrid genAI platform (internal LLM + ChatGPT, company-wide, energy-public-institution first, Dec); AI Transformation Committee; gas-supply optimization | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=한국가스공사+AI+도입,missing
Hanwha Systems,KR,Industrial / Machinery,Industrials,Defense/Ecosystem,Defense sovereign-AI ecosystem (11 MOUs incl. SNU/KAIST/POSTECH/Naver Cloud); targeting C4I/autonomous defense platforms,CLAIMED,"NONE (ecosystem-building, thin on live deployment)",P,https://html.duckduckgo.com/html/?q=한화시스템+AI+방위+도입,missing
Hanmi Semiconductor,KR,Electric Machinery & Electronics,IT,Product/R&D,"AI Research Division (Sep 2025, ~150 staff); AI integrated into TC Bonder 4 for HBM4 (process optimization, predictive analytics) | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=한미반도체+AI+제조+도입,2025-09
Hybe,KR,Telecom,Communication Services,Product/Media,"Superton AI voice-synthesis acquisition (56.1% stake, KRW 4.5B); AI voice tech across platforms; Weverse fan platform | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=하이브+HYBE+AI+음악+도입,missing
Hankook & Company,KR,Retail & E-commerce,Consumer Discretionary,Manufacturing/R&D,AI tire design (replacing physical prototyping); genAI data analysis (AWS + Snowflake); ChatGPT-based EV customer VOC analysis for quality | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=한국타이어+AI+제조+도입,missing
Korean Air,KR,Industrial / Machinery,Industrials,Customer Support/Operations,AI Contact Center (AWS); genAI chatbot (13 languages); AI next-gen integrated flight-operations platform (post-Asiana merger); AI aircraft maintenance | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=대한항공+AI+항공+도입,missing
Hyundai AutoEver,KR,Technology,IT,Software/R&D,"H Chat AI dev assistant (Azure OpenAI, Nov 2024, unit-test code gen); autonomous-driving AI SW platform; private LLMs; ISO/IEC 42001 certified",CONFIRMED,NONE (ISO/IEC 42001 cert),P,https://html.duckduckgo.com/html/?q=현대오토에버+AI+도입,2024-11
Kiwoom Securities,KR,Financial Services,Financials,Product/Customer,24/7 AI chatbot; AI coding assistant for retail algo-trading (w/ LiveData REST API CLI); explainable AI investment (LG AI Research + LSEG) | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=키움증권+AI+도입,missing
LS Electric,KR,Industrial / Machinery,Industrials,Manufacturing,"Cheongju smart factory (WEF Lighthouse 2021): AI defect forecasting, real-time process optimization, AI automated welding; internal ""LS GPT"" platform | CONFIRMED",NONE,P,,https://www.newsfreezone.co.kr/news/articleView.html?idxno=683902,2021
KCC,KR,Real Estate & Construction,Constructions,Product/Manufacturing,"AI-based paint color-matching solutions (Smart Canvas, ""Color Nabi Plus""); AI expansion across domestic/overseas paint plants | CLAIMED",NONE,S,,https://html.duckduckgo.com/html/?q=KCC+AI+도료+도입,missing
Green Cross,KR,Healthcare & Life Sciences,Health Care,R&D/Drug Discovery,"Core institution for gov ""full-cycle drug development multi-agent AI platform"" (KRW 17.7B/57mo); AI candidate screening; AI quality-documentation system (Megazone Cloud, Sep 2024)",CONFIRMED,NONE (KRW 17.7B gov project),P,https://html.duckduckgo.com/html/?q=GC녹십자+AI+신약+도입,2024-09
Yuhan,KR,Healthcare & Life Sciences,Health Care,R&D/Drug Discovery,"AI-based therapeutic response prediction platform (w/ oncoMASTER, Huray Positive): biomarker discovery, patient/target selection, combination therapy",CLAIMED,NONE (research collaboration),P,https://html.duckduckgo.com/html/?q=유한양행+AI+신약+도입,missing
Daewoong Pharmaceutical,KR,Healthcare & Life Sciences,Health Care,R&D/Drug Discovery,"""Daisy"" AI drug-discovery platform (800M compounds); 8 concurrent AI drug projects; gov K-AI preclinical/clinical program; departmental genAI tools (AX) | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=대웅제약+AI+신약+도입,missing
Hanmi Pharm,KR,Healthcare & Life Sciences,Health Care,R&D/Drug Discovery,"Core institution for gov K-AI drug development (reverse-translational AI SW, multimodal preclinical/clinical); Evidnet subsidiary in K-Melody federated-learning project",CONFIRMED,NONE (gov project),P,https://html.duckduckgo.com/html/?q=한미약품+AI+신약+도입,missing
SK Bioscience,KR,Healthcare & Life Sciences,Health Care,R&D/Manufacturing,"ADO (AI-based Design space Optimization) in vaccine manufacturing (2024, domestic-first vaccine AI); ROTOR AI clinical decision-support (Gates Foundation, 2026)",CONFIRMED,Experimental design time -1/3 (self-claimed),P,https://html.duckduckgo.com/html/?q=SK바이오사이언스+AI+백신+도입,2024
LG Display,KR,Technology,IT,Manufacturing/Quality,"In-house AI production system (real-time OLED data, anomaly detection): design AI (30 days->8 hrs), quality analysis (3 wks->2 days)",CONFIRMED,"~KRW 2B/yr savings; design -30d, quality -3wk (self-claimed)",P,https://html.duckduckgo.com/html/?q=LG디스플레이+AI+제조+도입,missing
CJ,KR,Retail & E-commerce,Consumer Staples,Operations/Enterprise,"CJ AI Center (est. 2022, distribution-industry-first AI hub) solving cross-affiliate problems; applications in food (Tous Les Jours), CGV, logistics; ICLR 2026 research | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=CJ그룹+AI+도입,2022
Lotte Shopping,KR,Retail & E-commerce,Consumer Discretionary,Retail/Operations,"Agentic AI enterprise-wide (Aug 2025, 4 domains); Lotte Duty Free ChatGPT shopping (duty-free industry first); AI inventory automation; ""LILAC"" AI Lab (2024) | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=롯데쇼핑+AI+유통+도입,2025-08
Shinsegae,KR,Retail & E-commerce,Consumer Discretionary,Retail/Customer,"""S-Mind"" AI shopping-pattern personalization (since 2017, upgrading to hyper-personalization w/ SNU); OpenAI AI-commerce partnership; AI shopping agents | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=신세계+AI+백화점+도입,2017
Hotel Shilla,KR,Retail & E-commerce,Consumer Discretionary,Customer/Operations,"HyperCLOVA X genAI + cloud DX for hotel & duty-free (Naver partnership, 2023); AI service innovation, membership integration | CLAIMED",NONE,P,,https://html.duckduckgo.com/html/?q=호텔신라+AI+면세점+도입,2023
BGF Retail,KR,Retail & E-commerce,Consumer Staples,Retail/Merchandising,"AI synthetic-consumer prediction + digital-twin store simulation ""ParaStore"" (Intellisia MOU, Jul 2026) for product/pricing/promo testing",CLAIMED,NONE (MOU stage),P,https://html.duckduckgo.com/html/?q=BGF리테일+CU+AI+도입,2026-07
GS Retail,KR,Retail & E-commerce,Consumer Staples,Retail/Operations,"AI auto-ordering & inventory mgmt for GS25; ""AI convenience store partner"" for shelf/stock (Jul 2026); DX Lab pilot stores",CONFIRMED,"Pilot-store sales +168%/+102% (self-claimed, post-renovation not AI-isolated)",P,https://html.duckduckgo.com/html/?q=GS리테일+GS25+AI+도입,2026-07
Nongshim,KR,Retail & E-commerce,Consumer Staples,Manufacturing/Quality,"AI defect detection (foreign objects, packaging/print flaws) scaling to US/China lines; AI invoice processing; AI-generated ads; predictive maintenance",CONFIRMED,Consumer complaints -20% (self-claimed),P,https://html.duckduckgo.com/html/?q=농심+AI+식품+제조+도입,missing
Orion,KR,Retail & E-commerce,Consumer Staples,Manufacturing/Quality,AI quality mgmt system (CJ Olive Networks); smart HACCP model; AI supply-chain demand forecasting in China (Shunshu); Vietnam AI smart factory (2026) | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=오리온+AI+제과+제조+도입,2026
HiteJinro,KR,Retail & E-commerce,Consumer Staples,Manufacturing/Safety,AI industrial-accident prevention in manufacturing facilities; AI/ICT container smart farms (Middle East),CLAIMED,"NONE (thin, no dates/metrics)",P,https://html.duckduckgo.com/html/?q=하이트진로+AI+주류+도입,missing
Cheil Worldwide,KR,Telecom,Communication Services,Product/Marketing,VariAid AI banner-image automation (w/ Drab); Connect AI ad/content production platform,CONFIRMED,Banner ad production cost -90% avg (self-claimed),P,https://html.duckduckgo.com/html/?q=제일기획+AI+광고+도입,missing
Samsung Heavy Industries,KR,Industrial / Machinery,Heavy Industries,Manufacturing,"AI welding robots (w/ Rainbow Robotics); robot-based pipe-spool fabrication (industry first); Geoje ""3X autonomous shipyard"" (24h ops); Future Business Division",CONFIRMED,NONE (KRW 10T Geoje investment),P,https://html.duckduckgo.com/html/?q=삼성중공업+AI+조선+도입,missing
Doosan,KR,Industrial / Machinery,Heavy Industries,Operations/Enterprise,"Group-wide AI TF; NVIDIA physical-AI/robotics/AI-factory collaboration; AI across manufacturing (smart machines), clean energy, advanced materials, electronics",CLAIMED,NONE (strategy/TF stage),P,https://html.duckduckgo.com/html/?q=두산그룹+AI+도입,missing
LS,KR,Industrial / Machinery,Industrials,Operations/Manufacturing,"""LS GPT"" + ""LS Biz"" gen-AI platforms group-wide; AI facility management; LS Cable ""i-Check"" real-time distribution-cable condition monitoring",CONFIRMED,NONE (record group earnings not AI-attributable),P,https://html.duckduckgo.com/html/?q=LS그룹+AI+전선+도입,missing
POSCO International,KR,Industrial / Machinery,Industrials,Operations/Trade,"AION AI trade-finance document automation (PoC: hourly->minute processing, 95%+ doc accuracy); part of group AX",CONFIRMED,"95%+ document accuracy, hourly->minute (self-claimed, PoC)",P,https://html.duckduckgo.com/html/?q=포스코인터내셔널+AI+무역+도입,missing
Pan Ocean,KR,Industrial / Machinery,Industrials,Operations/Shipping,"AI ship-management platform + digital twin for LNG carriers (Samsung Heavy MOU); marine AI for safety/emissions (HD Hyundai, ABS MOU)",CLAIMED,NONE (MOU/partnership stage),P,https://html.duckduckgo.com/html/?q=팬오션+AI+해운+도입,missing
Kolon Industries,KR,Chemicals & Materials,Energy & Chemicals,R&D/Procurement,"Agentic AI smart procurement (supply-chain risk, price volatility); AI materials R&D (Univ of Seoul MOU, Jun 2026)",CLAIMED,NONE (recently announced),P,https://html.duckduckgo.com/html/?q=코오롱인더스트리+AI+소재+도입,2026-06
Hanon Systems,KR,Retail & E-commerce,Consumer Discretionary,(none),no confirmed internal AI deployment found; results only about thermal products FOR AI data-center cooling markets | SMOKE,NONE,S,,https://html.duckduckgo.com/html/?q=한온시스템+AI+공조+도입,missing
HL Mando,KR,Retail & E-commerce,Consumer Discretionary,Autonomous/Product,End-to-End AI autonomous driving (HL Klemove); autonomous parking control (mass production); Level 4 (w/ Autonomous A2Z); AI patrol robots; genAI in auto SW dev | CONFIRMED,NONE,P,,https://html.duckduckgo.com/html/?q=HL만도+AI+자율주행+도입,missing
Kangwon Land,KR,Retail & E-commerce,Consumer Discretionary,Operations/Automation,"AI + robot casino count-room automation (banknote extraction, world-first claim; full deploy Nov 2025); ""Kangwon Land-type AI"" planned | CONFIRMED",NONE,P,,https://html.duckduckgo.com/html/?q=강원랜드+AI+카지노+도입,2025-11
Attijariwafa Bank,MA,Financial Services,Financials / Banques,Financial Services,"AI transformation program (""Wenov Think & Make x IA Center"" Demo Day): projects in fraud detection, risk & compliance, operational efficiency | CONFIRMED",none,I,,https://medias24.com/2026/07/07/pour-accelerer-sa-transformation-attijariwafa-bank-mise-sur-lia-1718101/,2026
Attijariwafa Bank,MA,Financial Services,Financials / Banques,Customer Support,"AI for customer & employee experience (part of same innovation program, leadership-disclosed) | CONFIRMED",none,I,,https://fr.hespress.com/480308-attijariwafa-bank-accelere-sa-transformation-grace-a-lintelligence-artificielle.html,missing
Attijariwafa Bank,MA,Financial Services,Financials / Banques,Financial Services,Reported interest in investing in Mistral AI to introduce generative AI capabilities | CLAIMED,none,I,,https://marocv.com/attijariwafa-bank-accelere-sa-transformation-grace-a-l-intelligence-artificielle-153074.html,missing
AFMA,MA,Financial Services,Financials / Assurances (courtage),Customer Support,"Digital factory (dept. dedicated) using automation + AI to improve service quality (broker), press-reported ~1yr in | CLAIMED",none,I,,https://www.leconomiste.com/article/1065278-assurance-afma-accelere-sa-transformation-numerique,missing
AtlantaSanad,MA,Financial Services,Financials / Assurances,Customer Support,"""Assia"" — AI-based virtual assistant (chatbot) for customer relations, launched Sept 2025, billed as first AI insurance assistant in Morocco | CONFIRMED",none,S,,https://www.atlantasanad.ma/,2025-09
Auto Hall,MA,Retail & E-commerce,Consumer Services / Distribution automobile,Customer Support,"""LoccazIA"" — AI virtual avatar/assistant for used-car sales via Autocaz (Auto Hall subsidiary) | CLAIMED",none,S,,https://www.misterluxuryauto.ma/loccazia-quand-lintelligence-artificielle-redefinit-lautomobile-doccasion/,missing
Banque Centrale Populaire (BCP),MA,Financial Services,Financials / Banques,Financial Services,"3rd-party academic studies attribute AI use (fraud detection, process automation, customer experience) to Banque Populaire; a maturity benchmark ranks it a laggard vs peers, no named primary deployment | CLAIMED",none,I,,https://fr.scribd.com/document/883038098/Benchmark-de-Maturite-IA-Des-Banques-Marocaines-1,missing
Bank of Africa (BMCE),MA,Financial Services,Financials / Banques,Financial Services,"""Cap'AI by BK"" / ""CAP'AI Reverse by BK"" — BMCE Capital's AI open-innovation program (5th edition, 2026) developing AI solutions applicable to its banking businesses | CONFIRMED",none,I,,https://www.infomagazine.ma/intelligence-artificielle-ia/lintelligence-artificielle-entre-dans-les-metiers-de-bmce-capital-16152-2026/,2026
Crédit du Maroc,MA,Financial Services,Financials / Banques,Financial Services,Company-announced strategic partnership with Adria Business & Technology to accelerate digital transformation and exploit AI; no named deployed system yet | CLAIMED,none,I,,https://fr.linkedin.com/posts/credit-du-maroc_creditdumaroc-vousdabord-holmarcom-activity-7447670139958943745-Zy6R,missing
CIH Bank,MA,Financial Services,Financials / Banques,Customer Support,"""Intelaw"" — legal chatbot (billed first in Morocco) plus multidisciplinary simulators, on the bank's own site | CONFIRMED",none,S,,https://www.cihbank.ma/Professionnels/nos-innovations/Intelaw,missing
Cosumar,MA,Retail & E-commerce,Consumer Goods / Agroalimentaire (sucre),Agriculture,"AI + Big Data + drones for agro-industrial piloting (""agriculture 4.0"") to optimize yields and reduce inputs; disclosed at SIAM 2025 / Carbo Solutions conference",CONFIRMED,30% reduction in fertilizers/pesticides (self-claimed),I,https://industries.ma/cosumar-2025-une-strategie-sucree-pour-un-maroc-plus-resilient/,2025
Holcim (Maroc),MA,Chemicals & Materials,Industrials / Matériaux de construction,Manufacturing,"New Agadir-Souss ""Plant of Tomorrow"" cement plant uses automation, robotics, AI and predictive maintenance to improve production (plant director statement to MAP) | CONFIRMED",none,I,,https://article19.ma/accueil/archives/156102,missing
Hightech Payment Systems (HPS),MA,Technology,Technology / Services informatiques,Software & Product,"AI integrated into payment products, incl. ""agentic commerce"" (autonomous transaction agents); company/CEO-disclosed strategic direction | CONFIRMED",none,S,,https://www.infomediaire.net/hps-intelligence-artificielle-commerce-de-demain/,missing
Involys,MA,Technology,Technology / Logiciels,Software & Product,"Company self-describes its management software/solutions as ""based on AI and IoT""; generic vendor positioning, no named deployment or client | CLAIMED",none,S,,https://www.involys.com/,missing
Itissalat Al-Maghrib (Maroc Telecom),MA,Telecom,Telecom / Télécommunications,Software & Product,"Disclosed AI strategy 2025-2030 with dedicated AI/data team structuring; commercial AI/IoT solutions presented at GITEX Africa; targets ""AI-piloted African telecom leader"" | CONFIRMED",none,I,,https://www.laverite.ma/gitex-africa-2026-maroc-telecom-deploie-une-strategie-technologique-integree-entre-souverainete-numerique-ia-et-expansion-africaine/,2025
Label'Vie,MA,Retail & E-commerce,Consumer Services / Grande distribution,Retail,Group relies on SymphonyAI (vertical AI platform) to transform food distribution — merchandising/retail AI; announced via BusinessWire | CONFIRMED,none,I,,https://secure.businesswire.com/news/home/20251209426191/fr,missing
LafargeHolcim Maroc,MA,Chemicals & Materials,Industrials / Matériaux de construction,Manufacturing,"Same as Holcim Maroc (merged entity): Agadir-Souss ""Plant of Tomorrow"" uses AI + predictive maintenance in cement production | CONFIRMED",none,I,,https://www.btpnews.ma/lafargeholcim-maroc-devoile-sa-nouvelle-usine-dans-la-region-souss-massa-pour-un-investissement-de-3-milliards-de-dirhams/,missing
M2M Group,MA,Technology,Technology / Services informatiques,Software & Product,AI/ML-based fraud prevention plus biometric authentication in payment/digital-identity products (company/LinkedIn-disclosed) | CONFIRMED,none,S,,https://ma.linkedin.com/company/m2mgroup,missing
Managem,MA,Chemicals & Materials,Basic Materials / Mines,Manufacturing,"""Smart Mine"" project (subsidiary Reminex) selected under national Al-Khawarizmi AI program; Tizert billed as first ""intelligent mine"" in Morocco (digitalization + AI for mining ops) | CONFIRMED",none,I,,https://www.managemgroup.com/le-projet-smart-mine-retenu-dans-le-cadre-du-programme-al-khawarizmi,missing
Salafin,MA,Financial Services,Financials / Sociétés de financement,Financial Services,Company-stated strategy prioritizing Digital and AI to rethink customer experience (consumer credit); no named deployed system | CLAIMED,none,I,,https://telquel.ma/,missing
Sothema,MA,Healthcare & Life Sciences,Health Care / Industrie pharmaceutique,Health Care,Invested in Ziwig (AI-based endometriosis diagnosis) and partnered with CM6RI on AI-assisted drug design / preclinical development | CONFIRMED,none,S,,https://telquel.ma/2023/07/20/ia-et-sante-le-pari-de-sothema-sur-la-startup-ziwig-pour-le-diagnostic-de-lendometriose_1821594,2023
TAQA Morocco,MA,Energy & Utilities,Utilities / Électricité,Manufacturing,"Predictive-maintenance AI at Jorf Lasfar thermal complex: reportedly 250 AI prediction models covering nearly all critical assets, feeding TAQA e-Monitoring Center (with AVEVA PI System)",CONFIRMED,250 AI models across critical assets (self-claimed),I,https://telquel.ma/sponsors/taqa-morocco-revolution-industrielle-4-0-en-marche_1865420,missing
Wafa Assurance,MA,Financial Services,Financials / Assurances,Financial Services,"AI-based real-time fraud detection on the indemnification/claims platform (mass data pattern analysis), plus disclosed AI adoption across value chain; leadership-attributed | CONFIRMED",none,I,,https://www.cash-platform.com/wafa-assurance-leading-the-charge-in-ethical-ai-adoption-within-the-insurance-sector/,missing
SODEP - Marsa Maroc,MA,Industrial / Machinery,Industrials / Transport (exploitation portuaire),Manufacturing,"Company 2030 roadmap discloses AI for operations planning, predictive maintenance of equipment, and resource-needs anticipation across its ports | CONFIRMED",none,I,,https://maritimenews.ma/portuaire-2/14069-marsa-maroc-la-digitalisation-au-coeur-de-la-feuille-de-route-vers-2030,missing
TGCC S.A.,MA,Industrial / Machinery,Industrials / Bâtiment et construction,Manufacturing,"Uses ""Buildots"" — AI-based construction-site tracking platform (computer vision) providing precise progress % and detecting design deviations; on TGCC's own channels | CONFIRMED",none,I,,https://www.btpnews.ma/tgcc-le-geant-marocain-du-btp-devoile-sa-strategie/,missing
Akdital,MA,Healthcare & Life Sciences,Health Care / Cliniques privées,Health Care,"Launched ""Akdital Innov"" subsidiary (Apr 2026) for AI in care: AI-assisted surgery, digital twins & virtual clinical trials, predictive/early-detection, telemedicine; CEO-disclosed | CONFIRMED",none,I,,https://akdital.ma/,2026-04
Vicenne,MA,Technology,Technology / Dispositifs médicaux,Health Care,Developing AI-based tools to improve access to medical information / accelerate clinician decision-making; partnership with Rain Stella Technologies for AI-enhanced medical solutions (disclosed at GITEX Future Health) | CONFIRMED,none,S,,https://santemag.ma/gitex-future-health-africa-morocco-vicenne-accelere-sa-strategie-technologique-et-africaine/,missing
Cash Plus,MA,Technology,Technology / Services de paiement,Customer Support,"AI-powered chatbot referenced for merchant e-commerce integration (customer response + payment routing); described by third-party integration blog, not primary disclosure | CLAIMED",none,S,,https://www.emaghrib.com/blog/solutions-paiement-cmi-cashplus-ecommerce-maroc,missing
Sberbank,RU,Financial Services,Banking,Technology/AI Platform,GigaChat proprietary foundation LLM deployed across bank services and offered to enterprise clients,CONFIRMED,"none (autonomy of ~50% of mid/large-business deals claimed for near future, not realized)",P,https://lenta.ru/news/2026/07/18/top-menedzhery-sbera-rasskazali-o-perehode-k-ekonomike-avtonomnyh-ii-agentov-na-waic/,2026
Sberbank,RU,Financial Services,Banking,Automotive,AI/digital solutions integrated into Lada Azimut crossover (Sber ecosystem) | CONFIRMED,none,P,,https://www.vesti.ru/ns/sberbank-pomog-vnedrit-v-novyj-krossover-lada-azimut-iskusstvennyj-intellekt,missing
Aeroflot,RU,Travel & Hospitality,Aviation,Customer Support,Joint Sber-Aeroflot generative-AI ecosystem incl. AI agents for passenger booking/ticketing (announced partnership Jun 2026),CONFIRMED,"none (announced, not yet deployed)",P,https://www.vedomosti.ru/technologies/industries_and_markets/news/2026/06/04/1203135-otrasli,2026-06
Alrosa,RU,Mining & Materials,Diamonds/Mining,Mining/Operations,Machine-vision system for mine-truck loading efficiency at Udachny mine,CONFIRMED,+11% loading efficiency (self-claimed),P,"https://www.tadviser.ru/index.php/Проект:Рудник_Удачный_(Искусственный_интеллект_(ИИ,_Artificial_intelligence,_AI))",missing
Alrosa,RU,Mining & Materials,Diamonds/Mining,Mining/Exploration,AI algorithms in geological exploration to select drilling sites (pilot completed) | CONFIRMED,none,P,,https://www.finam.ru/publications/item/alrosa-planiruet-provesti-burenie-na-uchastkakh-opredelennykh-ii-20260226-1308/,missing
Alrosa,RU,Mining & Materials,Diamonds/Mining,Mining/Operations,"AI to detect ultra-large diamonds (Almazy Anabara, Yakutia) | CONFIRMED",none,P,,"https://www.tadviser.ru/index.php/Проект:Алмазы_Анабара_(Искусственный_интеллект_(ИИ,_Artificial_intelligence,_AI))",missing
Gazprom,RU,Energy & Utilities,Oil & Gas,R&D / Product Development,Gazprom Neft deployed ML in formulation of automotive/industrial lubricants,CONFIRMED,"product time-to-market cut >6x, to 1-2 months (self-claimed)",P,https://neftegaz.ru/news/companies/928427-gazprom-neft-vnedrila-ii-tekhnologii-v-razrabotku-avtomobilnykh-i-industrialnykh-masel/,missing
Magnit,RU,Retail & E-commerce,Retail,Supply Chain / Merchandising,AI assistant for suppliers analyzing retail-network performance data,CONFIRMED,"none (claims ""significantly improves sales indicators"")",P,https://www.cnews.ru/news/line/2026-04-28_magnit_zapustil_ii-pomoshchnika,2026
Magnit,RU,Retail & E-commerce,Retail,Manufacturing,AI solutions in own production complex to boost manufacturing efficiency | CONFIRMED,none,P,,https://www.cnews.ru/news/line/2026-02-25_magnit_vnedryaet_resheniya,2026
MMK,RU,Chemicals & Materials,Steel,Manufacturing/Digitalization,AI across steelmaking operations — 51 of 95 digitalization projects used AI (award-winning),CONFIRMED,51 AI projects deployed (self/regional-gov claimed),P,https://www.kommersant.ru/doc/8398209,missing
Moscow Exchange,RU,Financial Services,Financial Services,Financial Services / Surveillance,AI tool to detect market manipulation & insider trading in transaction monitoring (deployed Jul 2026; 1 PR syndicated across TASS/Kommersant/Ferra/RB etc.),CONFIRMED,none (claims accelerated analysis of hundreds of thousands of transactions),P,https://tass.ru/ekonomika/27897361,2026-07
MTS,RU,Telecom,Telecommunications,Technology/AI Platform,MTS Web Services AI/data-center business (proposing RF-China AI alliance); MTS operates own AI (Cotype LLM ecosystem) — this batch mostly exec commentary | CLAIMED,none,I,,https://www.comnews.ru/content/246507/2026-07-21/2026-w30/1009/mts-web-services-predlozhili-sozdat-ii-alyans-rf-i-kitaya-setyu-data-centrov,2026
Norilsk Nickel,RU,Mining & Materials,Mining,Mining/Operations,AI algorithms managing metal extraction — additional +0.7% nickel recovery per year,CONFIRMED,+0.7% nickel/yr (self-claimed),P,https://www.metalinfo.ru/ru/news/181006,missing
Norilsk Nickel,RU,Mining & Materials,Mining,Finance/Operations,AI agents deployed in budget and project control processes (with Rexsoft) | CONFIRMED,none,P,,https://www.interfax.ru/business/1090145,missing
Norilsk Nickel,RU,Mining & Materials,Mining,Mining/Operations,Robotized rock-breaker (Роботизированный бутобой) for mine efficiency (with Rexsoft) | CONFIRMED,none,P,,https://www.tadviser.ru/index.php/Проект:Робот_бутобой,missing
PhosAgro,RU,Chemicals & Materials,Chemicals,Corporate/Business Processes,Generative-AI adoption in business processes via Sber AI and Global ERP/Salyut (Apatit subsidiary); cooperation agreements signed,CONFIRMED,none (announced),P,https://abnews.ru/news/2026/5/19/fosagro-global-erp-i-salyut-dlya-biznesa-zaklyuchili-soglashenie-po-vnedreniyu-generativnogo-ii,2026
PIK Group,RU,Real Estate & Construction,Real Estate,Knowledge Management,AI search over internal instructions/user documentation base,CONFIRMED,doc-search time cut 30 min -> 5 min (self-claimed),P,"https://www.tadviser.ru/index.php/Проект:ПИК_Группа_компаний_(Искусственный_интеллект_(ИИ,_Artificial_intelligence,_AI))",missing
Polyus,RU,Mining & Materials,Gold Mining,Mining/Operations,AI + digital twins + private LTE for operational efficiency at Krasnoyarsk business unit (syndicated TASS/mail.ru) | CONFIRMED,none,P,,https://tass.ru/ekonomika/27636199,missing
Rostelecom,RU,Telecom,Telecommunications,Public Sector / Smart City,AI traffic lights in Salekhard increased road throughput,CONFIRMED,"+25% intersection capacity, ~1.3M RUB fuel saved (self-claimed)",P,https://ru-bezh.ru/kompanii-i-ryinki/news/26/07/10/rostelekom-ii-svetofory-uvelichili-propusknuyu-sposobnost-dorog,missing
Rostelecom,RU,Telecom,Telecommunications,Technology/AI Platform,Turbo Cloud Foundation Model Hub — cloud access to LLMs with usage-based pricing | CONFIRMED,none,P,,https://tlt.volga.news/article/797920.html,missing
Rusal,RU,Chemicals & Materials,Aluminum,Manufacturing/Quality,Neural networks controlling aluminum-hydroxide fractions to improve alumina quality | CONFIRMED,none,P,,https://www.metalinfo.ru/ru/news/182935,missing
Rusal,RU,Chemicals & Materials,Aluminum,Environmental Monitoring,"AI for environmental monitoring of electrolysis (1.6bn RUB investment, completion 2026)",CONFIRMED,1.6bn RUB project spend,P,https://tass.ru/ekonomika/27142781,2026
RusHydro,RU,Energy & Utilities,Energy,Asset Inspection/Maintenance,"AI + drones (UAV) for monitoring hydraulic structures (dams, embankments) | CONFIRMED",none,P,,https://www.cnews.ru/news/line/2026-05-18_rusgidro_pri_pomoshchi_ii,2026
RusHydro,RU,Energy & Utilities,Energy,Knowledge Management,"AI document assistant (semantic search, generates answers with source citations) | CONFIRMED",none,P,,https://www.ruscable.ru/news/2026/05/27/_RusGidro_razrabotalo_i_vnedrilo_II-pomoschnika_dl/,2026
Severstal,RU,Chemicals & Materials,Steel,Technology/AI Platform,Physical compute cluster for generative AI (built by Platformiks) — infra deployment | CONFIRMED,none,I,,https://www.tadviser.ru/index.php/Проект:Северсталь,missing
Sistema,RU,Financial Services,Diversified,Corporate/R&D,"Portfolio robots/satellites showcased at Innoprom; group-level AI investing, but no single named realized deployment with results",CLAIMED,"founder states AI brought ""only losses"" so far",I,https://tass.ru/ekonomika/27696223,missing
Sovcombank,RU,Financial Services,Banking,Corporate/Productivity,"Bank-wide LLM adoption; developed own methodology to measure AI effectiveness (""robot salaries"")",CONFIRMED,8 of 10 employees use AI daily (self-claimed),P,https://www.fontanka.ru/2026/02/27/76283992/,2026
T-Bank,RU,Financial Services,Banking,Customer Support / Personal Finance,"AI assistant ""Taya"" (Тая) for financial help, product-agnostic (T-Technologies)",CONFIRMED,none (launching),P,https://www.computerra.ru/352626/t-tehnologii-sozdali-ii-pomoshhnika-bez-privyazki-k-sobstvennym-produktam/,missing
T-Bank,RU,Financial Services,Banking,Cybersecurity,AI-driven offensive cyberattack simulation against own infrastructure (claims first in Russia; syndicated Vedomosti/CNews/IXBT) | CONFIRMED,none,P,,https://www.vedomosti.ru/technologies/trendsrub/news/2026/05/18/1197896-infrastrukturu-pomoschyu,2026
