row_id,vendor,vendor_type,source_phrase,method
6298,Google Cloud,cloud,ers multi-year Google Cloud partnership to,regex
6299,OpenAI,model,"crosoft (Azure OpenAI, Copilot Studi",regex
6299,Microsoft,platform,s working with Microsoft to develop AI,regex
6299,Microsoft Azure,cloud,"g. [Microsoft (Azure OpenAI, Copilo",regex
6300,OpenAI,model,"crosoft (Azure OpenAI, Copilot Studi",regex
6300,Microsoft,platform,s (part of the Microsoft partnership).,regex
6300,Microsoft Azure,cloud,"). [Microsoft (Azure OpenAI, Copilo",regex
6309,Microsoft,platform,ommendations. [Microsoft Azure Machine,regex
6309,Microsoft Azure,cloud,Azure Machine Learni,regex
6323,NVIDIA,platform,on. Powered by NVIDIA (NemoClaw open,regex
6324,NVIDIA,platform,er integrating NVIDIA HGX B200 and R,regex
6325,NVIDIA,platform,ye) integrated NVIDIA BioNeMo NIM mi,regex
6327,Anthropic,model,"user support. [Anthropic Claude, Cursor",regex
6327,Microsoft,platform,"Cursor, GitHub Copilot) for its engin",regex
6336,Anthropic,model,Bedrock (with Anthropic Claude for sum,regex
6336,Amazon AWS,cloud,t on QnABot on AWS + Amazon Q Bus,regex
6337,Amazon AWS,cloud,integration. [AWS (Transcribe Ca,regex
6338,Amazon AWS,cloud,enesys Cloud. [AWS (Amazon Lex V2,regex
6339,Amazon AWS,cloud,"using GitHub, AWS Step Functions",regex
6340,OpenAI,model,tion program. [OpenAI (ChatGPT Enter,regex
6344,Anthropic,model,"Business, and Anthropic Claude on Amaz",regex
6344,Amazon AWS,cloud,ummarization. [AWS (Amazon Q Busi,regex
6345,(in-house),inhouse,ts. [NN Group (internally developed)],regex
6347,(in-house),inhouse,"hine learning, in-house)]",regex
6348,(in-house),inhouse,"hine learning, in-house)]",regex
6349,OpenAI,model,"e colleagues. [OpenAI (ChatGPT, clos",regex
6350,OpenAI,model,"aim handlers. [OpenAI (ChatGPT, clos",regex
6352,OpenAI,model,cy Programme. [OpenAI / Microsoft (c,regex
6352,Microsoft,platform,mme. [OpenAI / Microsoft (closed enviro,regex
6353,OpenAI,model,Azure OpenAI Service pilote,regex
6353,Microsoft,platform,vy processes. [Microsoft (Azure OpenAI,regex
6353,Microsoft Azure,cloud,Azure OpenAI Service,regex
6357,NVIDIA,platform,ntegrated with NVIDIA AI inference a,regex
6358,NVIDIA,platform,corporation of NVIDIA NeMo and NVIDI,regex
6359,NVIDIA,platform,dvantest (with NVIDIA ML per Oct 202,regex
6364,Google,model,ACS Gemini Digital Twin s,regex
6365,Google,model,using the ACS Gemini digital twin l,regex
6366,Amazon AWS,cloud,AWS Transform for,regex
6367,Amazon AWS,cloud,oud migration [AWS (Amazon Q Busi,regex
6368,Amazon AWS,cloud,n across three AWS Regions [AWS],regex
6369,Salesforce,platform,Salesforce Agentforce Lif,regex
6370,Salesforce,platform,vice delivery [Salesforce (Agentforce)],regex
6380,OpenAI,model,stc Enterprise GPT — a generative,regex
6380,Meta,model,he open-source Llama 405B model on,regex
6382,(in-house),inhouse,Riyadh. [stc (proprietary LLM/speech models o,regex
6383,NVIDIA,platform,tc acquired an NVIDIA DGX AI superco,regex
6386,(in-house),inhouse,Kookmin Bank (in-house)],regex
6387,Anthropic,model,on. Integrates Anthropic's Claude Code,regex
6387,(in-house),inhouse,l AI tools; an in-house tool 'Harness' vali,regex
6389,OpenAI,model,GPT-4 / Azure OpenAI)],regex
6389,Microsoft,platform,e company-wide Microsoft 365 Copilot de,regex
6389,Microsoft Azure,cloud,"pilot, GPT-4 / Azure OpenAI)]",regex
6390,(in-house),inhouse,022. Uses KB's proprietary language model KB-S,regex
6392,(in-house),inhouse,Kookmin Bank (in-house NLP/AI)],regex
6394,(in-house),inhouse,nancial Group (in-house)],regex
6395,(in-house),inhouse,nancial Group (in-house data/AI)],regex
6396,(in-house),inhouse,Kookmin Bank (in-house AI)],regex
6402,Microsoft,platform,"Under a 5-year Microsoft collaboration,",regex
6403,Microsoft,platform,ue is piloting Microsoft Azure AI for s,regex
6403,Microsoft Azure,cloud,ting Microsoft Azure AI for supply-,regex
6404,Microsoft,platform,ation (via the Microsoft partnership) t,regex
6404,Microsoft Azure,cloud,te. [Microsoft Azure AI],regex
6406,NVIDIA,platform,ce Platform) + NVIDIA (Enterprise AI,regex
6407,IBM,platform,eight weeks. [IBM (watsonx Orche,regex
6409,OpenAI,model,"built on Azure OpenAI / GPT, embedde",regex
6409,Microsoft,platform,l operations. [Microsoft (Azure OpenAI,regex
6409,Microsoft Azure,cloud,"esses built on Azure OpenAI / GPT,",regex
6410,OpenAI,model,crosoft (Azure OpenAI Service / GPT),regex
6410,Microsoft,platform,sted/piloted. [Microsoft (Azure OpenAI,regex
6410,Microsoft Azure,cloud,d. [Microsoft (Azure OpenAI Service,regex
6412,Microsoft,platform,AI Telco Copilot — an agentic A,regex
6415,(in-house),inhouse,025 [Kuaishou (self-developed Kling model)],regex
6416,(in-house),inhouse,KwaiYii (快意) self-developed large language mode,regex
6417,(in-house),inhouse,ine [Kuaishou (self-developed OneRec)],regex
6418,(in-house),inhouse,ale [Kuaishou (self-developed models)],regex
6419,(in-house),inhouse,platform using self-developed large-model agent t,regex
6420,Anthropic,model,ker integrates Claude Sonnet 4/4.5 a,regex
6420,Google,model,nnet 4/4.5 and Gemini 2.5 Pro)],regex
6421,(in-house),inhouse,ram [Kuaishou (self-developed digital human / mul,regex
6422,(in-house),inhouse,orm [Kuaishou (self-developed VLM)],regex
6423,(in-house),inhouse,nts [Kuaishou (self-developed KwaiYii)],regex
6424,Amazon AWS,cloud,vice; built on AWS. Handles ~143,regex
6427,OpenAI,model,anguage chat. [OpenAI],regex
6428,OpenAI,model,"into ChatGPT (OpenAI Apps), letting",regex
6431,Microsoft,platform,by up to 20%. [Microsoft / GitHub],regex
6432,OpenAI,model,"nguage models (OpenAI, Google Gemini",regex
6432,Google,model,"OpenAI, Google Gemini and others) to",regex
6435,NVIDIA,platform,and revenue). [Nvidia],regex
6439,(in-house),inhouse,s: Hikvision's proprietary suite of large mult,regex
6442,(in-house),inhouse,y. [Hikvision (proprietary deep learning)],regex
6443,(in-house),inhouse,l. [Hikvision (proprietary deep learning)],regex
6449,DeepSeek,model,loyment of the DeepSeek-R1 series larg,regex
6449,NVIDIA,platform,an OpenWebUI + CUDA/GPU stack with,regex
6460,DeepSeek,model,rated with the DeepSeek AI platform: u,regex
6461,DeepSeek,model,Deployed the DeepSeek-R1 671B full-p,regex
6463,Baidu,model,"developed with Baidu; uses NLP, spe",regex
6470,Baidu,model,launched with Baidu and other tech,regex
6476,(in-house),inhouse,Kotak AI - a proprietary in-house Generative,regex
6482,Amazon AWS,cloud,"dernization on AWS (DynamoDB, EKS",regex
6483,Google Cloud,cloud,ciency by 20% [Google Cloud],regex
6486,Google,model,"n + multimodal Gemini, cutting servi",regex
6486,Google Cloud,cloud,sue detection [Google Cloud (Gemini)],regex
6487,Microsoft,platform,[IBM Watson + Microsoft Azure AI],regex
6487,Microsoft Azure,cloud,BM Watson with Azure neural text-to,regex
6487,IBM,platform,"e 2020), using IBM Watson with Az",regex
6488,Microsoft,platform,deployment of Microsoft 365 Copilot pl,regex
6490,Capgemini,integrator,Capgemini engaged by TIM,regex
6498,Microsoft,platform,partnered with Microsoft to build a dig,regex
6498,Microsoft Azure,cloud,maintenance on Azure (SAP HANA on A,regex
6498,SAP,platform,"ance on Azure (SAP HANA on Azure,",regex
6505,(in-house),inhouse,"rst, developed in-house (patent filed) [non",regex
6510,(in-house),inhouse,Proprietary generative AI 'AI S,regex
6511,(in-house),inhouse,(aka Raimond) proprietary digital AI operatio,regex
6513,OpenAI,model,nal AI tools) [OpenAI (ChatGPT Enter,regex
6514,Microsoft,platform,Microsoft Copilot integr,regex
6518,(in-house),inhouse,built into the proprietary CRM that optimizes,regex
6519,Anthropic,model,"face, built on Anthropic's Claude and A",regex
6519,Amazon AWS,cloud,c's Claude and Amazon Web Services [Anthropic (Cl,regex
6521,NVIDIA,platform,"f 600+ units. [NVIDIA (Omniverse, Ph",regex
6522,Amazon AWS,cloud,rvice (also on AWS Marketplace).,regex
6523,Amazon AWS,cloud,s vehicles) to AWS for condition,regex
6524,Amazon AWS,cloud,Strategic AWS partnership to,regex
6525,NVIDIA,platform,ronment (HPE + NVIDIA stack) combini,regex
6528,ServiceNow,platform,software with ServiceNow to deliver pre,regex
6529,(in-house),inhouse,Miaoxiang (妙想) self-developed financial large lan,regex
6530,(in-house),inhouse,. [East Money (self-developed)],regex
6531,(in-house),inhouse,. [East Money (self-developed)],regex
6532,DeepSeek,model,"testing of the DeepSeek large model, w",regex
6533,(in-house),inhouse,. [East Money (self-developed); MCP],regex
6537,(in-house),inhouse,. [East Money (self-developed)],regex
6538,(in-house),inhouse,. [East Money (self-developed)],regex
6539,OpenAI,model,icrosoft Azure OpenAI Service],regex
6539,Microsoft,platform,ELUS Fuel iX + Microsoft Azure OpenAI S,regex
6539,Microsoft Azure,cloud,iX + Microsoft Azure OpenAI Service,regex
6540,Anthropic,model,"(multi-model: Anthropic Claude, Google",regex
6540,Google,model,a Google Cloud Vertex AI)],regex
6540,Microsoft,platform,"Fuel iX Copilots — no-code, en",regex
6540,Google Cloud,cloud,"le, others via Google Cloud Vertex AI)]",regex
6544,Anthropic,model,"~30% faster. [Anthropic Claude, GitHub",regex
6544,Microsoft,platform,"ude via GitHub Copilot, Cline and Cla",regex
6545,Anthropic,model,"urated models (Anthropic Claude, Google",regex
6545,Google,model,"Claude, Google Gemini, and 40-50+ LL",regex
6545,Google Cloud,cloud,"form, built on Google Cloud Vertex AI with",regex
6545,(in-house),inhouse,"tive AI on the proprietary Fuel iX platform, b",regex
6546,Capgemini,integrator,TELUS selected Capgemini to modernize i,regex
6546,(in-house),inhouse,modernize its proprietary network-automation,regex
6549,OpenAI,model,cts launched. [OpenAI (ChatGPT Enter,regex
6549,(in-house),inhouse,'PLD GPT' — a proprietary company-data-integr,regex
6555,OpenAI,model,s properties. [OpenAI (ChatGPT Enter,regex
6556,OpenAI,model,nAI platform. [OpenAI (ChatGPT Enter,regex
6557,OpenAI,model,s all brands. [OpenAI (ChatGPT Enter,regex
6558,OpenAI,model,Studio + Azure OpenAI Service],regex
6558,Microsoft,platform,brand teams. [Microsoft Copilot Studio,regex
6558,Microsoft Azure,cloud,pilot Studio + Azure OpenAI Service,regex
6559,OpenAI,model,icrosoft Azure OpenAI Service + Azur,regex
6559,Microsoft,platform,forecasting. [Microsoft Azure OpenAI S,regex
6559,Microsoft Azure,cloud,ng. [Microsoft Azure OpenAI Service,regex
6561,Google,model,[Google Cloud (Gemini + Vertex AI)],regex
6561,Google Cloud,cloud,n US and UK). [Google Cloud (Gemini + Vert,regex
6562,Google,model,[Google Cloud (Gemini / generative A,regex
6562,Google Cloud,cloud,"tool built on Google Cloud AI, plus AI-po",regex
6564,(in-house),inhouse,[Estée Lauder (proprietary AI/AR)],regex
6580,Microsoft,platform,"tive AI. [AWS, Microsoft Azure, Databri",regex
6580,Microsoft Azure,cloud,"tion; uses AWS/Azure cloud, Spark/D",regex
6580,Amazon AWS,cloud,"oduction; uses AWS/Azure cloud, S",regex
6580,Databricks,platform,"e cloud, Spark/Databricks/Snowflake data",regex
6580,Snowflake,platform,"ark/Databricks/Snowflake data stack, an",regex
6581,Microsoft,platform,ub Copilot and Microsoft Copilot Studio,regex
6585,(in-house),inhouse,ation/changes [in-house (ML-based NLP)],regex
6586,OpenAI,model,icrosoft Azure OpenAI],regex
6586,Microsoft,platform,in counseling [Microsoft Azure OpenAI],regex
6586,Microsoft Azure,cloud,ing [Microsoft Azure OpenAI],regex
6588,Palantir,platform,Adoption of Palantir AI for insuran,regex
6591,Amazon AWS,cloud,built with the AWS GenAI Innovati,regex
6595,OpenAI,model,ncial service [OpenAI (ChatGPT)],regex
6595,(in-house),inhouse,us a dedicated in-house employee-work-suppo,regex
6596,IBM,platform,IBM AI-powered aut,regex
6597,Snowflake,platform,LexisNexis and Snowflake [Kognitos],regex
6598,Google Cloud,cloud,and services [Google Cloud (BigQuery ML)],regex
6599,Google Cloud,cloud,processing on Google Cloud guides field t,regex
6600,(in-house),inhouse,sites [Hughes (in-house AIOps)],regex
6601,OpenAI,model,"Speech, Azure OpenAI)]",regex
6601,Microsoft,platform,s sales calls [Microsoft Azure AI Found,regex
6601,Microsoft Azure,cloud,lls [Microsoft Azure AI Foundry (Az,regex
6601,Palantir,platform,osoft Azure AI Foundry (Azure AI Spee,regex
6602,OpenAI,model,Foundry (Azure OpenAI)],regex
6602,Microsoft,platform,ata via GenAI [Microsoft Azure AI Found,regex
6602,Microsoft Azure,cloud,nAI [Microsoft Azure AI Foundry (Az,regex
6602,Palantir,platform,osoft Azure AI Foundry (Azure OpenAI),regex
6603,OpenAI,model,Foundry (Azure OpenAI)],regex
6603,Microsoft,platform,ort employees [Microsoft Azure AI Found,regex
6603,Microsoft Azure,cloud,ees [Microsoft Azure AI Foundry (Az,regex
6603,Palantir,platform,osoft Azure AI Foundry (Azure OpenAI),regex
6609,(in-house),inhouse,verage). [PPIH in-house],regex
6610,Google,model,g Google Cloud Gemini and Vertex AI,regex
6610,Google Cloud,cloud,bara Lab using Google Cloud Gemini and Ver,regex
6620,Baidu,model,ledge graphs. [Baidu AI Cloud (百度智能,regex
6621,(in-house),inhouse,"International (self-developed, locally deployed L",regex
6629,Anthropic,model,"azon Bedrock), Anthropic Claude, Snowfl",regex
6629,Amazon AWS,cloud,2023) built on AWS with multi-LLM,regex
6629,Snowflake,platform,"l support, and Snowflake for company-wi",regex
6629,(in-house),inhouse,"""Core AI"" — an in-house generative AI platf",regex
6630,Anthropic,model,"azon Bedrock), Anthropic Claude (progre",regex
6630,Amazon AWS,cloud,y ad reviews. [AWS (Amazon Bedroc,regex
6631,Meta,model,Use of Meta Llama models via Ama,regex
6631,Amazon AWS,cloud,d developers. [AWS (Amazon Bedroc,regex
6633,OpenAI,model,aboration with OpenAI to advance ass,regex
6633,(in-house),inhouse,ining Nomura's proprietary data with external,regex
6634,Anthropic,model,"azon Bedrock), Anthropic Claude]",regex
6634,Amazon AWS,cloud,ng workflows. [AWS (Amazon Bedroc,regex
6637,Microsoft,platform,an agentic AI copilot embedded in Au,regex
6637,(in-house),inhouse,"[Autodesk AI (in-house), backed by enterpr",regex
6638,(in-house),inhouse,cts [Autodesk (in-house ML)],regex
6639,(in-house),inhouse,on) [Autodesk (in-house ML)],regex
6640,(in-house),inhouse,desk Research (in-house neural CAD foundati,regex
6641,(in-house),inhouse,els [Autodesk (in-house)],regex
6642,(in-house),inhouse,"[Autodesk AI (in-house), via Flow Producti",regex
6643,(in-house),inhouse,ers [Autodesk (in-house ML)],regex
6644,(in-house),inhouse,ion [Autodesk (in-house ML)],regex
6645,(in-house),inhouse,[Autodesk AI (in-house)],regex
6646,(in-house),inhouse,ded [Autodesk (in-house)],regex
6647,Snowflake,platform,Snowflake-based Customer,regex
6650,(in-house),inhouse,al. [Astellas (proprietary; robotics + ML)],regex
6651,NVIDIA,platform,proteins using NVIDIA Boltz-2 NIM fo,regex
6652,NVIDIA,platform,e Model) using NVIDIA BioNeMo to pre,regex
6653,NVIDIA,platform,on the Tokyo-1 NVIDIA DGX supercompu,regex
6654,OpenAI,model,"n Azure; Azure OpenAI (plus Gemini,",regex
6654,Google,model,"e OpenAI (plus Gemini, DeepSeek, Per",regex
6654,DeepSeek,model,"(plus Gemini, DeepSeek, Perplexity);",regex
6654,Microsoft Azure,cloud,"Open WebUI on Azure, letting emplo",regex
6657,OpenAI,model,nership; Azure OpenAI in use for cor,regex
6657,Microsoft,platform,d migration to Microsoft Azure (closing,regex
6657,Microsoft Azure,cloud,n to Microsoft Azure (closing 6 dat,regex
6657,Accenture,integrator,Astellas-Azure-Accenture partnership; A,regex
6658,Anthropic,model,"here re-rank. [Anthropic Claude, AWS Be",regex
6658,Cohere,model,torization and Cohere re-rank. [Anth,regex
6658,Amazon AWS,cloud,"hropic Claude, AWS Bedrock, Coher",regex
6659,Amazon AWS,cloud,scale (Ray) on AWS EKS flag high-,regex
6660,Anthropic,model,"itHub Copilot, Anthropic Claude Code]",regex
6660,Microsoft,platform,"Cursor, GitHub Copilot and Claude Cod",regex
6661,Anthropic,model,per workflow. [Anthropic Claude (via AW,regex
6661,Amazon AWS,cloud,"ic Claude (via AWS Bedrock), GitH",regex
6662,Amazon AWS,cloud,tten scripts. [AWS Bedrock],regex
6665,OpenAI,model,"nts protocol. [OpenAI (ChatGPT), Ant",regex
6665,Anthropic,model,"nAI (ChatGPT), Anthropic (Claude), Coin",regex
6666,Anthropic,model,"l user input. [Anthropic Claude, Google",regex
6666,Google,model,"/LLMs (Claude, Gemini, others) acces",regex
6668,OpenAI,model,it support for OpenAI's Agents SDK:,regex
6669,(in-house),inhouse,"th Microchip's proprietary LLM, continuously r",regex
6670,(in-house),inhouse,ue + Microchip proprietary LLM],regex
6681,SAP,platform,SAP Analytics Clou,regex
6685,Microsoft,platform,"nt embedded in Microsoft Teams for ~20,",regex
6686,(in-house),inhouse,rquestrador' – proprietary AI that automatical,regex
6687,(in-house),inhouse,operations run in-house],regex
6688,(in-house),inhouse,in real time. [In-house (Central de Integra,regex
6689,(in-house),inhouse,in real time. [In-house; 350 meteorological,regex
6693,OpenAI,model,crosoft (Azure OpenAI in Foundry Mod,regex
6693,Microsoft,platform,human agents. [Microsoft (Azure OpenAI,regex
6693,Microsoft Azure,cloud,s. [Microsoft (Azure OpenAI in Foun,regex
6693,Palantir,platform,"zure OpenAI in Foundry Models, Foundr",regex
6694,OpenAI,model,icrosoft Azure OpenAI Service],regex
6694,Microsoft,platform,y work tasks. [Microsoft Azure OpenAI S,regex
6694,Microsoft Azure,cloud,ks. [Microsoft Azure OpenAI Service,regex
6695,Google,model,"ud (Vertex AI, Gemini 1.5 Pro, Verte",regex
6695,Google Cloud,cloud,"les advisors. [Google Cloud (Vertex AI, Ge",regex
6697,Microsoft,platform,itHub Copilot (Microsoft)],regex
6698,Google Cloud,cloud,ched context. [Google Cloud (Dialogflow CX,regex
6699,Google Cloud,cloud,hin the bank. [Google Cloud (Document AI /,regex
6700,Google,model,[Google Cloud (Gemini Enterprise app,regex
6700,Microsoft,platform,prise app) and Microsoft (365 Copilot)],regex
6700,Google Cloud,cloud,organization. [Google Cloud (Gemini Enterp,regex
6701,Salesforce,platform,atris deployed Salesforce Agentforce Lif,regex
6702,Salesforce,platform,0 engagement. [Salesforce (Agentforce Ma,regex
6703,Salesforce,platform,t operations. [Salesforce (Agentforce)],regex
6705,SAP,platform,ution built on SAP Build Process,regex
6709,(in-house),inhouse,sual Concepts (proprietary ProPLAY)],regex
6714,(in-house),inhouse,ockstar Games (in-house ML)],regex
6716,(in-house),inhouse,ga Applied AI (in-house)],regex
6718,OpenAI,model,icrosoft Azure OpenAI Service (GPT)],regex
6718,Microsoft,platform,data centers. [Microsoft Azure OpenAI S,regex
6718,Microsoft Azure,cloud,rs. [Microsoft Azure OpenAI Service,regex
6719,OpenAI,model,icrosoft Azure OpenAI Service],regex
6719,Microsoft,platform,nix platform. [Microsoft Azure OpenAI S,regex
6719,Microsoft Azure,cloud,rm. [Microsoft Azure OpenAI Service,regex
6722,NVIDIA,platform,ABB Robotics + NVIDIA physical-AI pa,regex
6723,OpenAI,model,icrosoft Azure OpenAI Service],regex
6723,Microsoft,platform,prem or SaaS. [Microsoft Azure OpenAI S,regex
6723,Microsoft Azure,cloud,aS. [Microsoft Azure OpenAI Service,regex
6724,OpenAI,model,opilot / Azure OpenAI)],regex
6724,Microsoft,platform,enix Copilot. [Microsoft (ABB Genix Cop,regex
6724,Microsoft Azure,cloud,enix Copilot / Azure OpenAI)],regex
6726,Snowflake,platform,unification on Snowflake AI Data Cloud,regex
6739,Amazon AWS,cloud,"uly 30, 2025. [AWS (Amazon Bedroc",regex
6740,Amazon AWS,cloud,oint of care. [AWS (Amazon Bedroc,regex
6742,Amazon AWS,cloud,researchers. [AWS (Amazon Bedroc,regex
6743,OpenAI,model,Google Play. [OpenAI (advanced reas,regex
6747,Microsoft,platform,Microsoft 365 Copilot ro,regex
6748,Microsoft,platform,ed Services on Microsoft Azure and inte,regex
6748,Microsoft Azure,cloud,s on Microsoft Azure and integrated,regex
6748,SAP,platform,ntegrated with SAP. [EY + Microso,regex
6753,Salesforce,platform,rted embedding Salesforce Agentforce age,regex
6756,OpenAI,model,icrosoft Azure OpenAI Service (GPT-4,regex
6756,Microsoft,platform,rvice support [Microsoft Azure OpenAI S,regex
6756,Microsoft Azure,cloud,ort [Microsoft Azure OpenAI Service,regex
6758,NVIDIA,platform,integration of NVIDIA Omniverse libr,regex
6759,Microsoft,platform,GMD Copilot: AI-powered vi,regex
6760,Microsoft,platform,ven languages [Microsoft Foundry / ABB,regex
6760,Palantir,platform,ges [Microsoft Foundry / ABB Genix Co,regex
6766,OpenAI,model,Built on Azure OpenAI Service (with,regex
6766,Microsoft,platform,"Sept 1, 2023. [Microsoft Azure OpenAI S",regex
6766,Microsoft Azure,cloud,ysis. Built on Azure OpenAI Service,regex
6766,(in-house),inhouse,enerative AI): in-house enterprise generati,regex
6767,NVIDIA,platform,"omputer, using NVIDIA BioNeMo and NV",regex
6778,DeepSeek,model,cally-deployed DeepSeek R1 plus a gene,regex
6784,(in-house),inhouse,analyzer uses proprietary convolutional Neura,regex
6785,(in-house),inhouse,curacy. [IDEXX proprietary (in-house)],regex
6786,(in-house),inhouse,inutes. [IDEXX proprietary deep learning (in-h,regex
6787,(in-house),inhouse,gnosis. [IDEXX proprietary (in-house)],regex
6788,(in-house),inhouse,ogists. [IDEXX proprietary ML (in-house)],regex
6789,(in-house),inhouse,tomers. [IDEXX proprietary (in-house)],regex
6790,(in-house),inhouse,n dose. [IDEXX proprietary (in-house)],regex
6795,(in-house),inhouse,0 scanner with in-house 'Precise' AI softwa,regex
6796,Amazon AWS,cloud,usiness units [AWS (Amazon SageMa,regex
6797,Amazon AWS,cloud,dation models [AWS (Amazon Bedroc,regex
6800,Amazon AWS,cloud,Philips and AWS collaboration,regex
6801,Amazon AWS,cloud,"o the cloud on AWS, delivering AI",regex
6802,Alibaba Cloud,cloud,umers built on Alibaba Cloud's Tongyi Qianw,regex
6809,Salesforce,platform,Salesforce Agentforce and,regex
6810,Microsoft,platform,Microsoft 365 Copilot an,regex
6810,Microsoft Azure,cloud,65 Copilot and Azure AI: Copilot al,regex
6811,SAP,platform,SAP Business Suite,regex
6812,OpenAI,model,wn models plus OpenAI GPT-4o mini (u,regex
6812,(in-house),inhouse,d by Zalando's own models plus OpenAI GPT-4o,regex
6813,Amazon AWS,cloud,on SageMaker. [AWS (Amazon SageMa,regex
6815,Amazon AWS,cloud,"production on AWS SageMaker, Dat",regex
6815,Databricks,platform,"AWS SageMaker, Databricks and internal z",regex
6817,OpenAI,model,QA framework. [OpenAI (GPT-4o)],regex
6818,NVIDIA,platform,a the ALLSIDES NVIDIA-powered platfo,regex
6820,Amazon AWS,cloud,loped with the AWS Generative AI,regex
6821,OpenAI,model,nch partner in OpenAI's ChatGPT adve,regex
6822,Amazon AWS,cloud,zon SageMaker [AWS (Amazon Textra,regex
6823,Amazon AWS,cloud,nerative AI on AWS in L&G Retail,regex
6824,Microsoft,platform,commendations [Microsoft (Dynamics 365,regex
6824,Microsoft Azure,cloud,"nter, Copilot, Azure, Power Platfor",regex
6825,Microsoft,platform,ise rollout of Microsoft 365 Copilot to,regex
6825,Microsoft Azure,cloud,plus expanded Azure use to moderni,regex
6826,OpenAI,model,ser responses [OpenAI (internally-ho,regex
6827,Snowflake,platform,integration) + Snowflake (analytics)],regex
6830,Google Cloud,cloud,ithout Walls / Google Cloud)],regex
6830,(in-house),inhouse,tions. [DaVita proprietary (built on Center Wi,regex
6832,Google,model,"[Google Cloud (Vertex AI, BigQuery, Clo",regex
6832,Google Cloud,cloud,"cal insights. [Google Cloud (Vertex AI, Bi",regex
6833,Google Cloud,cloud,n. [DaVita (on Google Cloud CWOW; connecte,regex
6836,(in-house),inhouse,ical Research (proprietary; 30+ data scientist,regex
6840,Anthropic,model,"azon Bedrock), Anthropic Claude Sonnet]",regex
6840,Amazon AWS,cloud,vant content. [AWS (Amazon Bedroc,regex
6841,Anthropic,model,"azon Bedrock), Anthropic Claude 3 Sonne",regex
6841,Amazon AWS,cloud,ual research. [AWS (Amazon Aurora,regex
6841,Salesforce,platform,Automated Salesforce customer accou,regex
6842,Microsoft,platform,Microsoft Copilot for Sa,regex
6842,Salesforce,platform,ntegrated with Salesforce CRM to automat,regex
6843,Microsoft,platform,ommendations. [Microsoft Azure AI Found,regex
6843,Microsoft Azure,cloud,ns. [Microsoft Azure AI Foundry],regex
6843,Palantir,platform,osoft Azure AI Foundry],regex
6844,OpenAI,model,icrosoft Azure OpenAI Service (Micro,regex
6844,Microsoft,platform,mming effort. [Microsoft Azure OpenAI S,regex
6844,Microsoft Azure,cloud,rt. [Microsoft Azure OpenAI Service,regex
6845,OpenAI,model,icrosoft Azure OpenAI Service],regex
6845,Microsoft,platform,er inquiries. [Microsoft Azure OpenAI S,regex
6845,Microsoft Azure,cloud,es. [Microsoft Azure OpenAI Service,regex
6846,OpenAI,model,icrosoft Azure OpenAI Service],regex
6846,Microsoft,platform,ss decisions. [Microsoft Azure OpenAI S,regex
6846,Microsoft Azure,cloud,ns. [Microsoft Azure OpenAI Service,regex
6847,OpenAI,model,icrosoft Azure OpenAI Service],regex
6847,Microsoft,platform,ral language. [Microsoft Azure OpenAI S,regex
6847,Microsoft Azure,cloud,ge. [Microsoft Azure OpenAI Service,regex
6850,Baidu,model,and Abu Dhabi [Baidu Apollo (in-hou,regex
6850,(in-house),inhouse,[Baidu Apollo (in-house)],regex
6851,Baidu,model,platform API [Baidu ERNIE (in-hous,regex
6851,(in-house),inhouse,[Baidu ERNIE (in-house)],regex
6852,Baidu,model,AI overhaul of Baidu Search core pr,regex
6852,(in-house),inhouse,[Baidu ERNIE (in-house)],regex
6853,Baidu,model,"livestream on Baidu E-commerce, ge",regex
6853,(in-house),inhouse,idu Huiboxing (in-house)],regex
6854,Baidu,model,Baidu Comate AI codi,regex
6854,(in-house),inhouse,omate / ERNIE (in-house)],regex
6855,DeepSeek,model,p for training DeepSeek-scale models [,regex
6855,NVIDIA,platform,ce reliance on Nvidia; Kunlun P800 c,regex
6855,Baidu,model,Baige (Baidu AI Cloud) AI c,regex
6855,(in-house),inhouse,unxin / Baige (in-house)],regex
6856,Baidu,model,to end users [Baidu ERNIE (in-hous,regex
6856,(in-house),inhouse,[Baidu ERNIE (in-house)],regex
6857,Baidu,model,nd developers [Baidu ERNIE (in-hous,regex
6857,(in-house),inhouse,[Baidu ERNIE (in-house)],regex
6858,Baidu,model,uctivity tool [Baidu ERNIE (in-hous,regex
6858,(in-house),inhouse,[Baidu ERNIE (in-house)],regex
6859,Baidu,model,Baidu Health AI Assi,regex
6859,(in-house),inhouse,ealth / ERNIE (in-house)],regex
6860,Baidu,model,ed on Qianfan (Baidu AI Cloud's Mod,regex
6860,(in-house),inhouse,anfan / ERNIE (in-house)],regex
6861,SAP,platform,ing rates into SAP. [Laiye],regex
6867,(in-house),inhouse,xin / Zhikong (in-house)],regex
6869,Anthropic,model,generative AI (Anthropic Claude and oth,regex
6869,Amazon AWS,cloud,ng brochures. [AWS (Amazon Kendra,regex
6873,(in-house),inhouse,In-house AI/ML risk models t,regex
6878,OpenAI,model,tion overload [OpenAI (GPT-4 / GPT-4,regex
6879,(in-house),inhouse,"Y Corporation (in-house, multi-vendor LLM s",regex
6880,(in-house),inhouse,Y Corporation (in-house)],regex
6881,(in-house),inhouse,Y Corporation (in-house)],regex
6882,Google,model,[Google Cloud (Vertex AI)],regex
