company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Solventum,US,Healthcare & Life Sciences,Health Care,Product / Health IT,"""360 Encompass"" AI computer-assisted + autonomous medical coding (reads documentation, assigns codes; in Epic Toolbox)",CONFIRMED,none,P,https://www.solventum.com/en-us/home/health-information-technology/solutions/360-encompass-cac/,missing
Southern Company,US,Energy & Utilities,Utilities,Operations / Grid,AI-powered analytics on 4.6M smart meters (Databricks) for grid resilience/real-time insights; enterprise AI on governed data,CONFIRMED,4.6M meters,S,https://www.databricks.com/blog/unlocking-future-energy-smart-meter-innovation,missing
Southwest Airlines,US,Industrial / Machinery,Industrials,Operations / Internal,"ML + GenAI/agentic AI for operations, disruption recovery + ""Knowledge & Policy Guru"" AI assistant (AWS partnership)",CONFIRMED,none,P,https://www.forbes.com/sites/peterhigh/2026/06/17/how-southwest-is-rewiring-itself-for-the-age-of-ai/,2026
Stanley Black & Decker,US,Industrial / Machinery,Industrials,Operations / Manufacturing,H2O Driverless AI/ML for product development (reduces prototyping) + connected-factory AI vision,CONFIRMED,none,P,https://h2o.ai/case-studies/improving-manufacturing-process-with-driverless-ai/,missing
Starbucks,US,Retail & E-commerce,Consumer Discretionary,Internal / Store Operations,"""Green Dot Assist"" GenAI barista assistant (Microsoft) + ""Deep Brew"" AI for personalization/inventory",CONFIRMED,none,P,https://about.starbucks.com/press/2025/meet-green-dot-assist-starbucks-generative-ai-powered-coffeehouse-companion/,2025
State Street Corporation,US,Financial Services,Financials,Product / Asset Servicing,AI-enhanced Alpha platform (Snowflake) + GenAI investments for client UX/investment insights,CONFIRMED,none,P,https://www.snowflake.com/en/customers/all-customers/case-study/state-street/,missing
Steel Dynamics,US,Chemicals & Materials,Materials,—,no confirmed own AI deployment found (no primary announcement of AI in operations),CLAIMED,none,—,https://www.steeldynamics.com,missing
Steris,US,Healthcare & Life Sciences,Health Care,—,"no clearly confirmed AI deployment (SPM workflow/asset-tracking software is automation, AI branding not explicit)",CLAIMED,none,—,https://www.steris.com/healthcare/products/spm/spm-surgical-asset-tracking-solution,missing
Stryker Corporation,US,Healthcare & Life Sciences,Health Care,Product / Surgical Robotics,Mako SmartRobotics AI-assisted surgical robots (hip/knee/spine/shoulder; Mako 4 FDA-cleared),CONFIRMED,none,P,https://www.stryker.com/us/en/joint-replacement/systems/Mako_SmartRobotics_Overview.html,missing
Supermicro,US,Technology,Information Technology,Product / AI Hardware,AI GPU servers + liquid-cooled SuperClusters (NVIDIA Blackwell) for AI/GenAI infrastructure,CONFIRMED,none,P,https://www.supermicro.com/en/solutions/ai-deep-learning,missing
Synchrony Financial,US,Financial Services,Financials,Financial Services / Fraud + CX,ML fraud detection + AI credit underwriting + virtual chatbot/GenAI CX (decade-long AI use),CONFIRMED,none,P,https://www.synchrony.com/contenthub/newsroom/synchrony-harnesses-ai-to-transform-customer-experience.html,missing
Synopsys,US,Technology,Information Technology,Product / EDA Chip Design,"""DSO.ai"" AI chip-design optimization + ""Synopsys.ai Copilot"" GenAI across EDA flow",CONFIRMED,none,P,https://www.synopsys.com/ai/ai-powered-eda/dso-ai.html,missing
Sysco,US,Retail & E-commerce,Consumer Staples,Product / Sales + Supply Chain,"""AI360"" sales platform (~90% of sales consultants use it) + ""SAGE"" agentic ecosystem across forecasting/inventory",CONFIRMED,~90% of sales consultants on AI360,S,https://www.digitalcommerce360.com/2025/10/31/sysco-puts-ai-at-the-center-of-its-sales-rebound-in-q1/,2025
T-Mobile US,US,Telecom,Communication Services,Customer Support,"""IntentCX"" intent-driven AI customer-experience platform (OpenAI; real-time sentiment/problem-prevention)",CONFIRMED,none,P,https://www.t-mobile.com/news/business/t-mobile-launches-intentcx-with-openai,missing
T. Rowe Price,US,Financial Services,Financials,Internal / Investment + Operations,AI embedded in investment research process (CEO Sharps) + AI-driven procurement automation,CONFIRMED,none,P,https://www.troweprice.com/en/us/insights/ai-in-the-investing-process,missing
Take-Two Interactive,US,Telecom,Communication Services,Internal / Game Dev,"CEO Zelnick: ""hundreds of pilots and implementations"" of GenAI in operations — but GenAI NOT used in GTA 6; dedicated AI team reportedly laid off",CONFIRMED,"""hundreds"" of GenAI pilots (CEO)",S,https://www.pcgamer.com/software/ai/were-actively-embracing-generative-ai-take-two-boss-says,missing
"Tapestry, Inc.",US,Retail & E-commerce,Consumer Discretionary,Internal / Operations,"""Mira"" internal AI insights platform + GenAI for store-associate feedback synthesis (AWS)",CONFIRMED,none,P,https://aws.amazon.com/solutions/case-studies/tapestry-case-study/,missing
Targa Resources,US,Energy & Utilities,Energy,—,no confirmed own AI deployment (midstream beneficiary of AI-driven gas demand; supplier role),CLAIMED,none,—,https://pitchgrade.com/research/targa-resources-ai-margin-pressure,missing
Target Corporation,US,Retail & E-commerce,Consumer Staples,Internal / Store Operations,"""Store Companion"" GenAI chatbot for store team members (~2,000 stores, hundreds of thousands of employees)",CONFIRMED,"~2,000 stores",S,https://corporate.target.com/press/release/2024/06/target-to-roll-out-transformative-genai-technology-to-its-store-team-members-chainwide,2024
TE Connectivity,US,Technology,Information Technology,Product / AI Hardware,"Connectivity/power/thermal solutions (busbar, interconnects) for AI data centers & HPC",CONFIRMED,none,P,https://www.te.com/en/industries/data-centers-ai.html,missing
Teledyne Technologies,US,Technology,Information Technology,Product / Machine Vision,"AI machine-vision cameras + FLIR AI thermal imaging (autonomous driving, industrial inspection)",CONFIRMED,none,P,https://www.teledyneimaging.com/en/machine-vision/,missing
Teradyne,US,Technology,Information Technology,Product / AI Hardware Test,Automated test equipment for AI chips (ATE partner to AI device makers) + robotics (Universal Robots),CONFIRMED,none,P,https://www.teradyne.com/application-pages/ai/,missing
"Tesla, Inc.",US,Retail & E-commerce,Consumer Discretionary,Product / Autonomous + Robotics,Full Self-Driving (FSD) neural nets + custom AI inference chips + Optimus humanoid robot + robotaxi,CONFIRMED,none,P,https://www.tesla.com/AI,missing
Texas Instruments,US,Technology,Information Technology,Product / Edge AI,"Edge-AI microcontrollers + ""TinyEngine"" NPU for on-device AI (sensors, predictive maintenance, autonomy)",CONFIRMED,none,P,https://www.ti.com/technologies/edge-ai.html,missing
Texas Pacific Land Corporation,US,Energy & Utilities,Energy,—,no confirmed own AI deployment (leases West Texas land for AI data-center campuses; lessor role),CLAIMED,none,—,https://www.texaspacific.com/investors/news-events/press-releases/detail/176/bolt-and-tpl-announce-strategic-agreement-to-pursue-data,missing
Textron,US,Industrial / Machinery,Industrials,Product / Defense Autonomy,Shield AI multi-domain autonomy partnership + Bell uncrewed aerial logistics aircraft (USMC); Kodiak uncrewed vehicles,CONFIRMED,none,P,https://www.textronsystems.com/our-company/news-events/articles/press-release/textron-systems-and-shield-ai-collaborate-military,missing
Thermo Fisher Scientific,US,Healthcare & Life Sciences,Health Care,Product / Life Sciences,AI across lab automation/drug development (OpenAI + NVIDIA collaborations); AI in scientific instruments,CONFIRMED,none,P,https://corporate.thermofisher.com/us/en/index/artificial-intelligence.html,missing
TJX Companies,US,Retail & E-commerce,Consumer Discretionary,Operations / Retail,"10-K: ""planning to take a TJX approach"" deploying AI (in-store analytics, augmenting associates) — measured/early stage, no named production system",CLAIMED,none,P,https://www.tjx.com/docs/default-source/investor-docs/annual-reports/tjx-2025-annual-report-and-10-k.pdf,2025
TKO Group Holdings,US,Telecom,Communication Services,Internal / Content Strategy,WWE using AI/data+fan insights to shape storylines & content strategy (COO Mark Shapiro) — trade-press sourced,CLAIMED,none,—,https://khelnow.com/wwe/is-wwe-using-ai-for-storylines-202604,missing
Trade Desk (The),US,Telecom,Communication Services,Product / Ad-Tech,"""Kokai"" AI media-buying platform powered by ""Koa"" AI (campaign optimization)",CONFIRMED,none,P,https://www.thetradedesk.com/press-room/the-trade-desk-launches-kokai-a-new-media-buying-platform-that-brings-the-full-power-of-ai-to-digital-marketing,missing
Tractor Supply,US,Retail & E-commerce,Consumer Discretionary,Internal / Store Operations,"""Hey GURA"" custom in-house GenAI app for associates (product guidance, wearable AI) + customer service AI",CONFIRMED,none,P,https://www.cio.com/article/2088569/tractor-supply-enlists-ai-to-deliver-legendary-customer-service.html,missing
Trane Technologies,US,Industrial / Machinery,Industrials,Product / Building HVAC,BrainBox AI autonomous HVAC controls + GenAI building tech (acquired Jan 2025) for energy optimization,CONFIRMED,none,P,https://tranetechnologies.com/en/index/innovation/digital-solutions/brainboxai-lab.html,2025-01
TransDigm Group,US,Industrial / Machinery,Industrials,—,no confirmed own AI deployment found (only 3rd-party strategy analysis),CLAIMED,none,—,https://www.klover.ai/transdigm-ai-strategy-analysis-of-dominance-in-defense-aerospace/,missing
Travelers Companies (The),US,Financial Services,Financials,Insurance / Claims,"Agentic AI Claim Assistant (OpenAI, voice service for claim calls) + ""Claim Insights"" AI in e-CARMA + AI aerial-imagery/weather",CONFIRMED,none,P,https://investor.travelers.com/newsroom/press-releases/2026/Travelers-Launches-Industry-Leading-Agentic-AI-Claim-Assistant-Developed-with-OpenAI,2026
Trimble Inc.,US,Technology,Information Technology,Product / Construction + Geospatial,Agentic AI across construction/engineering workflows + AI in geospatial/agriculture/logistics,CONFIRMED,none,P,https://www.trimble.com/en/ai-at-trimble,missing
Truist Financial,US,Financial Services,Financials,Internal / Banking,"GenAI call-center summaries (3.4M in Q1, seconds each) + ""Truist Assist"" virtual assistant + AI receivables platform",CONFIRMED,3.4M GenAI call summaries in Q1,S,https://media.truist.com/2026-02-03-Truist-launches-AI-enabled-receivables-platform-to-accelerate-cash-application-and-minimize-exceptions,2026
Tyler Technologies,US,Technology,Information Technology,Product / GovTech,GenAI assistant for government websites + ARInspect AI infrastructure inspection; AI embedded across public-sector software,CONFIRMED,none,P,https://www.tylertech.com/artificial-intelligence-solutions,missing
Tyson Foods,US,Retail & E-commerce,Consumer Staples,Operations / Manufacturing,Computer vision + ML for plant automation/efficiency (AWS Panorama/SageMaker) + GenAI/supply-chain optimization,CONFIRMED,none,P,https://aws.amazon.com/blogs/machine-learning/industrial-automation-at-tyson-with-computer-vision-aws-panorama-and-amazon-sagemaker/,missing
U.S. Bancorp,US,Financial Services,Financials,Product / Banking,AI cash forecasting (U.S. Bank Liquidity Manager) + AWS AI agents (mortgage/cards/wealth) + GenAI developer assistant,CONFIRMED,none,P,https://ir.usbank.com/news-events/news/news-details/2025/U-S--Bank-launches-AI-driven-cash-forecasting-tool/default.aspx,2025
Uber,US,Industrial / Machinery,Industrials,Product / Marketplace + AI Services,"ML for real-time dispatch/matching/pricing + ""Uber AI Solutions"" data-labeling business (Segments.ai acquisition)",CONFIRMED,none,P,https://www.uber.com/us/en/ai-solutions/,missing
"UDR, Inc.",US,Real Estate & Construction,Real Estate,Customer Support / Leasing,"Funnel AI-powered renter CRM across ~60,000 units + LeaseHawk ACE AI virtual leasing assistant + AI screening",CONFIRMED,"~60,000 units",S,https://funnelleasing.com/udr-inc-funnel/,missing
Ulta Beauty,US,Retail & E-commerce,Consumer Discretionary,Product / Retail,"""GLAMlab"" AI/AR virtual try-on (GenAI hair try-on w/ NVIDIA StyleGAN2) + AI personalization (QM Scientific)",CONFIRMED,none,P,https://www.ulta.com/innovation/glamlab/,missing
Union Pacific Corporation,US,Industrial / Machinery,Industrials,Operations / Rail,AI-powered machine-vision track inspection + automated train inspection (defect detection),CONFIRMED,none,P,https://www.up.com/news/safety/ai-powered-vision-inspects-track-260522,missing
United Airlines Holdings,US,Industrial / Machinery,Industrials,Customer Support / Operations,GenAI/LLM for flight-status customer comms (reported +6% CSAT) + AI for operations decision-making (CIO Birnbaum),CONFIRMED,+6% customer satisfaction (reported),S,https://www.cio.com/article/3969476/united-airlines-ai-strategy-the-airline-that-makes-decisions-fastest-wins.html,missing
United Parcel Service,US,Industrial / Machinery,Industrials,Operations / Logistics,ORION AI route optimization (~100M miles/yr saved) + DeliveryDefense AI theft/address-risk + ML package sorting,CONFIRMED,~100M miles/yr saved (ORION),S,https://about.ups.com/us/en/our-stories/innovation-driven/ups-s-deliverydefense-pits-ai-against-criminals.html,missing
United Rentals,US,Industrial / Machinery,Industrials,Product / Customer + Operations,AI-Powered Equipment Agent (customer equipment discovery) + BI agent (Snowflake) for frontline decisions; AWS AI apps,CONFIRMED,none,P,https://investors.unitedrentals.com/press-releases/United-Rentals-Introduces-AI-Powered-Equipment-Agent,missing
UnitedHealth Group,US,Healthcare & Life Sciences,Health Care,Operations / Claims + Prior Auth,"naviHealth ""nH Predict"" AI used in Medicare Advantage post-acute care claim decisions (litigation-documented); Optum AI broadly",CONFIRMED,none,P,https://www.healthcarefinancenews.com/news/class-action-lawsuit-against-unitedhealths-ai-claim-denials-advances,missing
Universal Health Services,US,Healthcare & Life Sciences,Health Care,Operations / Clinical + RevCycle,Hippocratic AI GenAI agents for post-discharge patient follow-up + 8 AI solutions in revenue cycle (2025),CONFIRMED,8 revenue-cycle AI solutions,S,https://uhs.com/news/universal-health-services-launches-hippocratic-ais-generative-ai-healthcare-agents-to-assist-with-post-discharge-patient-engagement/,2025
Valero Energy,US,Energy & Utilities,Energy,—,no confirmed named deployment (3rd-party cites AI for energy/efficiency optimization; no primary announcement),CLAIMED,none,—,https://www.rudolflai.com/ai-research/companies/valero-energy,missing
Veeva Systems,US,Healthcare & Life Sciences,Health Care,Product / Life Sciences Software,"""Vault AI"" + Veeva AI Agents (industry-specific agents for Vault CRM/PromoMats)",CONFIRMED,none,P,https://www.veeva.com/products/vault-ai/,missing
Ventas,US,Real Estate & Construction,Real Estate,—,no clearly confirmed AI deployment (Ventas OI analytics platform; AI branding not explicit),CLAIMED,none,—,https://www.ventasreit.com,missing
Veralto,US,Industrial / Machinery,Industrials,Product / Operations,Videojet ML print-quality monitoring + AI translation tools; Hach analyzer remote diagnostics; GreyMatter agentic AI (security ops),CONFIRMED,none,P,https://www.cio.com/article/4115023/how-tech-and-strategy-align-at-videojet.html,missing
Verisign,US,Technology,Information Technology,—,no confirmed own AI deployment (AI cited as demand driver for DNS/domains + competitive risk),CLAIMED,none,—,https://domainnamewire.com/2025/07/29/how-verisign-thinks-ai-will-impact-domain-names/,2025
Verisk Analytics,US,Industrial / Machinery,Industrials,Product / Insurance Analytics,"GenAI Underwriting Assistant + ""Mozart Companion"" (policy reviews) + analytics in Anthropic Claude (MCP)",CONFIRMED,none,P,https://www.verisk.com/company/ai/,missing
Verizon,US,Telecom,Communication Services,Customer Support,AI-powered customer experience (Google Gemini) — agent-assist reducing call times; reported sales lift,CONFIRMED,none,P,https://www.verizon.com/about/news/verizon-launches-industry-leading-ai-powered-customer-experience,missing
Vertex Pharmaceuticals,US,Healthcare & Life Sciences,Health Care,Product Development / R&D,AI embedded as infrastructure in drug discovery process (own stories + CEO); no single named public system,CONFIRMED,none,P,https://www.vrtx.com/stories/problem-solving-and-efficiency-drug-discovery-process/,missing
Vertiv,US,Industrial / Machinery,Industrials,Product / AI Infrastructure,Direct-to-chip liquid cooling + power/prefab modules for AI/HPC data centers (up to 100kW/rack; NVIDIA-aligned),CONFIRMED,none,P,https://www.vertiv.com/en-us/solutions/learn-about/liquid-cooling-options-for-data-centers/,missing
Viatris,US,Healthcare & Life Sciences,Health Care,Product / Commercial Ops,Salesforce Agentforce AI + automation/analytics across commercial segments/channels/geographies,CONFIRMED,none,P,https://www.businesstoday.in/industry/pharma/story/heres-how-healthcare-company-viatris-is-reimagining-customer-engagement-operations-534731-2026-06-03,2026
Vici Properties,US,Real Estate & Construction,Real Estate,—,no confirmed own AI deployment (net-lease gaming REIT; AI exposure only 2nd-order via tenants),CLAIMED,none,—,https://pitchgrade.com/research/vici-properties-ai-margin-pressure,missing
Visa Inc.,US,Financial Services,Financials,Product / Payments + Fraud,"""Visa Intelligent Commerce"" agentic-AI payments + AI fraud detection (Decision Manager screens billions of transactions)",CONFIRMED,none,P,https://www.visa.com/en-us/solutions/intelligent-commerce,missing
Vistra Corp.,US,Energy & Utilities,Utilities,Operations / Power Generation,"AI ""Heat Rate Optimizer"" (HRO) improving thermal efficiency of gas plants (reduces fuel/emissions) — deployed since 2020 (McKinsey case study)",CONFIRMED,none,P,https://www.mckinsey.com/capabilities/tech-and-ai/how-we-help-clients/an-ai-power-play-fueling-the-next-wave-of-innovation-in-the-energy-sector,2020
Vulcan Materials Company,US,Chemicals & Materials,Materials,—,no confirmed own AI deployment found (digital-transformation coverage but no named AI in aggregates ops),CLAIMED,none,—,https://www.cio.com/article/2144169/how-vulcan-materials-paved-its-way-to-digital-success.html,missing
W. R. Berkley Corporation,US,Financial Services,Financials,Insurance / Underwriting,Kalepa AI underwriting platform (reported 20%+ underwriting efficiency gains); dedicated AI-underwriting leadership,CONFIRMED,20%+ underwriting efficiency (self-claimed),S,https://seekingalpha.com/news/4615649-berkley-outlines-20-percent-underwriting-efficiency-gains-from-ai-tools-as-it-targets-expense,missing
W. W. Grainger,US,Industrial / Machinery,Industrials,Operations / Distribution,"GenAI across warehouse ops, customer service, e-commerce (Databricks) for 2.5M-product catalog + KeepStock AI",CONFIRMED,none,P,https://www.databricks.com/customers/grainger,missing
Wabtec,US,Industrial / Machinery,Industrials,Product / Rail,Digital Intelligence AI for rail optimization + Maverick autonomous freight module + Rail Ghost robotic inspection,CONFIRMED,none,P,https://www.wabteccorp.com/digital-intelligence,missing
Walmart,US,Retail & E-commerce,Consumer Staples,Product / Retail + Internal,"""Sparky"" GenAI shopping assistant + 4 ""super agents"" (Marty, Sparky, Associate, Developer) on Wallaby LLMs",CONFIRMED,none,P,https://corporate.walmart.com/news/2025/06/06/walmart-the-future-of-shopping-is-agentic-meet-sparky,2025
Walt Disney Company (The),US,Telecom,Communication Services,Product / Content + Parks,"AI across content/production, guest experiences (parks personalization/crowd mgmt), enterprise ops (own AI topic brief)",CONFIRMED,none,P,https://impact.disney.com/app/uploads/2025/05/Artificial-Intelligence-Topic-Brief.pdf,2025
Warner Bros. Discovery,US,Telecom,Communication Services,Product / Content Ops,"""Caption AI"" GenAI auto-captions on Max (Google Vertex AI) + AI across content pipeline",CONFIRMED,none,P,https://www.hollywoodreporter.com/business/business-news/warner-bros-discovery-google-captioning-1236010573/,missing
Waste Management,US,Industrial / Machinery,Industrials,Operations / Recycling + Fleet,"Smart Truck AI + truck-mounted AI cameras detecting recycling contamination + AI route optimization (18,000+ vehicles)",CONFIRMED,none,P,https://www.wm.com/us/en/inside-wm/sustainable-technology/smart-fleet,missing
Waters Corporation,US,Healthcare & Life Sciences,Health Care,Product / Lab Instruments,"""Waters AI Advisor"" (scientific Q&A/method troubleshooting) + waters_connect data intelligence; AWS lab efficiency",CONFIRMED,none,P,https://aws.amazon.com/blogs/industries/waters-corporation-increases-lab-efficiency-with-aws/,missing
WEC Energy Group,US,Energy & Utilities,Utilities,Internal / IT Operations,BigPanda AI platform for IT operations monitoring (reported ~99.95% IT-noise reduction); hiring internal AI analysts,CONFIRMED,~99.95% IT-noise reduction (vendor),S,https://www.bigpanda.io/wp-content/uploads/2024/04/cs-wec-energy-group-bigpanda.pdf,2024
Wells Fargo,US,Financial Services,Financials,Customer Support / Banking,"""Fargo"" GenAI virtual assistant — 1B+ interactions in <3 years (Google Gemini Flash; no PII to LLM)",CONFIRMED,1B+ Fargo interactions,S,https://newsroom.wf.com/news-releases/news-details/2026/Wells-Fargo-Reaches-Major-Digital-Milestones/default.aspx,2026
Welltower,US,Real Estate & Construction,Real Estate,Product / Operations Platform,Industry-leading data science + AI/ML platform for senior housing (in 10-K; now licensing to other sectors),CONFIRMED,none,P,https://seniorhousingnews.com/2026/03/02/welltower-monetizes-senior-housing-data-machine-learning-efforts,2026
West Pharmaceutical Services,US,Healthcare & Life Sciences,Health Care,Operations / Manufacturing,AI + robotics in fill-finish operations (precision/sterility); dedicated VP of AI (own blog),CONFIRMED,none,P,https://www.westpharma.com/blog/2026/january/robotics-ai-pharma-manufacturing-innovation,2026
Western Digital,US,Technology,Information Technology,Product / AI Hardware,"""AI Data Cycle"" storage framework — HDDs (100TB+ roadmap) + SSDs for AI data centers/training",CONFIRMED,none,P,https://www.westerndigital.com/company/newsroom/press-releases/2024/2024-06-06-western-digital-introduces-new-ai-data-cycle-storage-framework,2024
Weyerhaeuser,US,Real Estate & Construction,Real Estate,Operations / Forestry,"AI to map/model every tree across ~11M acres (drone seedling counting, autonomous equipment, mill maintenance); targets +$1B annual profit by 2030",CONFIRMED,+$1B profit target by 2030 (AI-linked),S,https://www.wsj.com/tech/ai/americas-largest-landowner-is-using-ai-to-digitize-the-forest-bd3eec86,missing
"Williams-Sonoma, Inc.",US,Retail & E-commerce,Consumer Discretionary,Customer Support / Retail,"Agentforce 360 AI agents across service/marketing/design (interior-design assist, product discovery)",CONFIRMED,none,P,https://www.salesforce.com/news/press-releases/2025/10/14/williams-sonoma-inc-agentforce-customer-support/,2025
Williams Companies,US,Energy & Utilities,Energy,—,no confirmed own AI deployment (natural-gas infrastructure powering AI data centers; supplier role),CLAIMED,none,—,https://www.williams.com/2024/03/05/natural-gas-is-powering-ai-and-ev-innovation/,2024
Willis Towers Watson,US,Financial Services,Financials,Product / Insurance Broking,"""Gemini"" AI-driven auto-follow facility (streamlines underwriting/risk placement for complex risks)",CONFIRMED,none,P,https://www.nasdaq.com/articles/can-willis-towers-gemini-redefine-how-insurers-manage-complex-risks,missing
"Workday, Inc.",US,Technology,Information Technology,Product / HR & Finance AI,"""Workday Illuminate"" + Sana AI agents for HR/finance (11+ agents across functions)",CONFIRMED,none,P,"https://newsroom.workday.com/2025-09-16-Workday-Illuminate-TM-Expands-with-New-AI-Agents-for-HR,-Finance,-and-Industry",2025
Wynn Resorts,US,Retail & E-commerce,Consumer Discretionary,Internal / Operations,"""Invisible AI"" for staff/back-of-house + personalization (CIO Dan Regalado) — trade-press/exec sourced, no named production system",CLAIMED,none,—,https://hospitalitytech.com/tech-strategy-guiding-wynns-next-era-guest-experience,missing
Xcel Energy,US,Energy & Utilities,Utilities,Operations / Wildfire,Pano AI 360-degree ultra-HD wildfire-detection cameras (WI + MN rollouts) for early fire alerts/grid protection,CONFIRMED,none,P,https://newsroom.xcelenergy.com/news/releases-20260514,missing
Xylem Inc.,US,Industrial / Machinery,Industrials,Product / Water Technology,"""Xylem Vue"" AI analytics for water ops (leak detection, treatment optimization) + agentic AI in digital water",CONFIRMED,none,P,https://www.xylem.com/en-us/resources/blog-posts/making-waves/5-ways-artificial-intelligence/,missing
Yum! Brands,US,Retail & E-commerce,Consumer Discretionary,Product / Ordering + Operations,"""Byte by Yum"" AI restaurant platform + Taco Bell voice AI drive-thru (300+ US locations, 2M+ orders)",CONFIRMED,300+ voice-AI drive-thrus; 2M+ orders,S,https://www.tacobell.com/newsroom/yum-brands-to-expand-voice-ai-technology,missing
Zebra Technologies,US,Technology,Information Technology,Product / Machine Vision,"""Aurora Vision"" machine-vision software + Vision AI for autonomous warehouse item recognition/scanning",CONFIRMED,none,P,https://www.zebra.com/us/en/products/industrial-machine-vision-fixed-scanners.html,missing
Zimmer Biomet,US,Healthcare & Life Sciences,Health Care,Product / Surgical Robotics,ROSA robotics platform (AI-driven orthopedic surgery insights; 500K+ knee procedures) + OptimiZe,CONFIRMED,500K+ knee procedures,S,https://www.zimmerbiomet.com/en/products-and-solutions/zb-edge/robotics.html,missing
Zoetis,US,Healthcare & Life Sciences,Health Care,Product / Animal Health Diagnostics,"""Vetscan Imagyst"" AI diagnostics platform (AI blood smear, fecal, digital cytology) — point-of-care veterinary",CONFIRMED,none,P,https://www.zoetisus.com/products/diagnostics/instruments/vetscan-imagyst/,missing
Taiwan Semiconductor Manufacturing,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,"AI-accelerated chip design reported 500x faster than manual engineering, targeting 10x efficiency gains",CLAIMED,500x faster,I,https://www.techbang.com/posts/125670-tsmc-ai-chip-design-time-reduced,2025
Taiwan Semiconductor Manufacturing,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,Deployed NVIDIA accelerated computing and generative AI (cuLitho) in fabs to advance lithography and semiconductor manufacturing,CONFIRMED,none,P,https://blogs.nvidia.com.tw/blog/nvidia-and-tsmc-bring-ai-into-fabs-to-advance-semiconductor-design-and-manufacturing/,2024
Taiwan Semiconductor Manufacturing,TW,Manufacturing & Robotics,Semiconductors,Back-office / Ops,"Built global manufacturing platform in ""1Fab"" operations mode integrating AI into production and management systems",CLAIMED,none,I,https://technews.tw/2025/01/25/ai-business-tsmc-umc/,2025-01
MediaTek,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,"NeuroPilot edge-AI platform with dedicated APU/NPU in Dimensity SoCs enabling on-device generative AI (""write once, deploy anywhere"")",CONFIRMED,none,P,https://www.mediatek.com/zh-tw/technology/artificial-intelligence,2025
MediaTek,TW,Manufacturing & Robotics,Semiconductors,Back-office / Ops,Built internal AI Factory using NVIDIA NIM and Riva to centralize AI compute for inference and secure proprietary data,CONFIRMED,none,P,https://www.nvidia.com/zh-tw/customer-stories/mediatek-ai-factory/,2025
MediaTek,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,"Genio platform for robotics, drones and industrial IoT with generative AI acceleration",CONFIRMED,none,P,https://www.technice.com.tw/experience/enterprise/208884/,2026
Delta Electronics,TW,Manufacturing & Robotics,Electronics,Core / Domain,Deployed NVIDIA Omniverse digital-twin and AI simulation across global production lines; opened Intelligent Manufacturing Innovation Center with NVIDIA; claims up to 5x capacity gains,CONFIRMED,"5x capacity, 20% lines digitized",P,https://www.cna.com.tw/news/afe/202507250162.aspx,2025-07
Delta Electronics,TW,Manufacturing & Robotics,Electronics,Core / Domain,Unveiled AI-sensing collaborative robots with digital-twin production lines and smart warehouse logistics at automation expo,CONFIRMED,none,P,https://www.ctee.com.tw/news/20250821700070-439901,2025-08
Hon Hai Precision,TW,Manufacturing & Robotics,Electronics,Software / Code,"Developed FoxBrain, Taiwan's first reasoning-capable large language model, via Foxconn Research Institute for internal smart manufacturing/EV/smart-city use",CONFIRMED,none,P,https://hhri.foxconn.com/tech-blogs/565/,2025-03
Hon Hai Precision,TW,Manufacturing & Robotics,Electronics,Core / Domain,"GenAI automating injection-molding production, reported to handle 80% of foundational injection-molding tasks",CLAIMED,80% of injection-molding tasks,I,https://techorange.com/2025/09/30/foxconn-genai/,2025-09
Hon Hai Precision,TW,Manufacturing & Robotics,Electronics,Core / Domain,Foxconn-Intrinsic joint venture combining robotics and manufacturing to build AI robot factories,CONFIRMED,none,P,https://www.foxconn.com/zh-tw/press-center/press-releases/latest-news/1904,2025-11
ASE Technology Holding,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,Launched IDE 2.0 platform with AI engine for chip-package interaction (CPI) predictive risk assessment via cloud simulator,CONFIRMED,none,P,https://www.aseglobal.com/press-room-ch/ide2/,2025
ASE Technology Holding,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,"56 smart factories undergoing AI transformation via internal IAI platform (AI launched 2018, IAI platform 2021)",CONFIRMED,56 smart factories,P,https://technews.tw/2025/12/17/ase-group-drives-dual-transformation-with-ai/,2025-12
United Microelectronics,TW,Manufacturing & Robotics,Semiconductors,Core / Domain,Fab 12A named WEF Lighthouse Factory for AI/IIoT/big-data; AI anomaly detection and image recognition for defect root-cause; intelligent gas-switching cut bottleneck cycle time 87%,CONFIRMED,87% cycle-time cut; yield 75%-to-97%,P,https://www.umc.com/zh-TW/News/press_release/Content/corporate/20250114,2025-01
United Microelectronics,TW,Manufacturing & Robotics,Semiconductors,Software / Code,"Developed proprietary ""UGPTs"" generative-AI assistant to boost enterprise work efficiency",CONFIRMED,none,P,https://www.umc.com/zh-TW/Html/latest_newsletters/HasLeftContent/2024Q3-3,2024
